feature_centroid_max_value,feature_centroid_min_value,feature_centroid_mean_value,feature_centroid_std_value,feature_centroid_kurtosis_value,feature_centroid_skew_value,feature_roloff_max_value,feature_roloff_min_value,feature_roloff_mean_value,feature_roloff_std_value,feature_roloff_kurtosis_value,feature_roloff_skew_value,feature_flux_max_value,feature_flux_min_value,feature_flux_mean_value,feature_flux_std_value,feature_flux_kurtosis_value,feature_flux_skew_value,feature_rmse_max_value,feature_rmse_min_value,feature_rmse_mean_value,feature_rmse_std_value,feature_rmse_kurtosis_value,feature_rmse_skew_value,feature_zcr_max_value,feature_zcr_min_value,feature_zcr_mean_value,feature_zcr_std_value,feature_zcr_kurtosis_value,feature_zcr_skew_value,feature_contrast_max_value,feature_contrast_min_value,feature_contrast_mean_value,feature_contrast_std_value,feature_contrast_kurtosis_value,feature_contrast_skew_value,feature_bandwidth_max_value,feature_bandwidth_min_value,feature_bandwidth_mean_value,feature_bandwidth_std_value,feature_bandwidth_kurtosis_value,feature_bandwidth_skew_value,feature_flatness_max_value,feature_flatness_min_value,feature_flatness_mean_value,feature_flatness_std_value,feature_flatness_kurtosis_value,feature_flatness_skew_value,sample_silence_max_value,sample_silence_min_value,sample_silence_mean_value,sample_silence_std_value,sample_silence_kurtosis_value,sample_silence_skew_value,mfcc_0_max_value,mfcc_0_min_value,mfcc_0_mean_value,mfcc_0_std_value,mfcc_0_kurtosis_value,mfcc_0_skew_value,mfcc_1_max_value,mfcc_1_min_value,mfcc_1_mean_value,mfcc_1_std_value,mfcc_1_kurtosis_value,mfcc_1_skew_value,mfcc_2_max_value,mfcc_2_min_value,mfcc_2_mean_value,mfcc_2_std_value,mfcc_2_kurtosis_value,mfcc_2_skew_value,mfcc_3_max_value,mfcc_3_min_value,mfcc_3_mean_value,mfcc_3_std_value,mfcc_3_kurtosis_value,mfcc_3_skew_value,mfcc_4_max_value,mfcc_4_min_value,mfcc_4_mean_value,mfcc_4_std_value,mfcc_4_kurtosis_value,mfcc_4_skew_value,mfcc_5_max_value,mfcc_5_min_value,mfcc_5_mean_value,mfcc_5_std_value,mfcc_5_kurtosis_value,mfcc_5_skew_value,mfcc_6_max_value,mfcc_6_min_value,mfcc_6_mean_value,mfcc_6_std_value,mfcc_6_kurtosis_value,mfcc_6_skew_value,mfcc_7_max_value,mfcc_7_min_value,mfcc_7_mean_value,mfcc_7_std_value,mfcc_7_kurtosis_value,mfcc_7_skew_value,mfcc_8_max_value,mfcc_8_min_value,mfcc_8_mean_value,mfcc_8_std_value,mfcc_8_kurtosis_value,mfcc_8_skew_value,mfcc_9_max_value,mfcc_9_min_value,mfcc_9_mean_value,mfcc_9_std_value,mfcc_9_kurtosis_value,mfcc_9_skew_value,mfcc_10_max_value,mfcc_10_min_value,mfcc_10_mean_value,mfcc_10_std_value,mfcc_10_kurtosis_value,mfcc_10_skew_value,mfcc_11_max_value,mfcc_11_min_value,mfcc_11_mean_value,mfcc_11_std_value,mfcc_11_kurtosis_value,mfcc_11_skew_value,mfcc_12_max_value,mfcc_12_min_value,mfcc_12_mean_value,mfcc_12_std_value,mfcc_12_kurtosis_value,mfcc_12_skew_value,tempo,genre
5514.393296072955,1789.3665834994376,3176.995745957327,550.4858251014315,1.2779301038729063,0.851570987693021,9905.2734375,4005.17578125,6235.702535890371,1316.7825796445545,-0.1807930626408254,0.7400592466109993,4.7414527,0.0,1.1319442,0.6402621,4.268697775228883,1.844055535683772,0.1901678,0.06993329,0.11564004,0.020418724,0.336553397737001,0.741844270513266,0.4345703125,0.0341796875,0.18303485112142304,0.05305270052176107,0.4273564119685562,0.21029169116617238,49.744174585556515,5.486980514729304,18.553156670983096,7.3685649887624205,4.49875077017347,2.0959081131689015,3944.15314683571,1920.270252738697,2689.8612551124224,396.31590597765256,-0.08413253257643127,0.517331210276909,0.34733194,0.0015716368,0.06380469,0.05893776,2.5151527855364133,1.5758160798837129,0,0,0.0,0.0,-3.0,0.0,-57.61388,-193.55298,-124.79164,19.175217,0.4920802958494197,-0.03402375943670081,94.32251,8.335684,52.39796,15.324602,-0.3595752308736606,-0.053137846935475304,48.421047,-51.18793,-11.518776,16.696482,-0.09209773735376325,0.2611921303005216,93.26506,1.3162608,48.0745,15.788913,-0.4599555104923305,0.02586561378033144,47.734047,-26.061954,5.253671,11.571749,0.08787640480455261,0.38864212127897996,36.189476,-26.461792,10.758911,9.785981,0.005761129541446586,-0.2360794337986229,33.30155,-25.256105,4.2561584,9.034666,-0.15954233016787933,0.04118635474393307,35.826103,-16.580032,9.600043,8.646835,-0.25459927564998885,0.07998817314435418,29.095463,-24.26044,4.9911346,8.4251375,-0.17388578184541315,-0.020525823606960925,33.727516,-15.221752,7.408411,7.851482,-0.12327131773378452,-0.015742524426700162,20.18441,-27.564287,-5.106789,8.432188,-0.1594626660098406,0.13280958568286153,35.844666,-13.084317,10.570468,8.282725,-0.3818027762616465,-0.08736106647822556,20.820358,-32.647717,-4.1032753,8.186303,0.17162224208423282,-0.1701114372411609,95.703125,0
5626.54544357078,1763.4654701311472,2850.163029760587,450.5083555461656,7.136743876259608,1.872261230013972,10314.404296875,4155.908203125,5926.9933430611945,852.511470394309,3.5612959362731305,1.2911932171810832,5.5544214,0.0,1.1046932,0.68968004,6.209001161977181,2.2473593049270604,0.15207422,0.051751435,0.09687934,0.017282205,-0.5472482837484169,0.18019941582895307,0.4775390625,0.041015625,0.15281956931554525,0.04626673652967737,5.195550085746152,1.238238809250617,53.176153747889394,6.074286877557664,20.08712547272105,9.656355707336214,1.5939636030663866,1.680137109864334,3810.0838425918246,1909.6453094960957,2603.7792735609282,230.72621886114567,5.886605201447589,1.3611166253311466,0.30199248,0.00392916,0.029154856,0.03243923,28.980975821010762,4.848474931498458,0,0,0.0,0.0,-3.0,0.0,-93.49932,-221.07957,-152.10837,22.391638,-0.014179837413748064,-0.3088918883663265,104.74969,5.9638987,65.630356,13.380064,2.2997257015856967,-0.8466721459265906,30.82944,-58.21261,-14.557013,12.242288,0.785290446981219,0.23677977926912488,75.673035,15.041268,47.573982,9.753069,-0.11020897392641293,-0.20334500104453868,43.908714,-21.29206,7.830421,10.458833,0.05343493506086361,0.3368384265255171,47.080864,-10.113426,21.7806,7.654643,0.27613994242202144,-0.06487906073533074,29.14867,-31.406319,-2.2961702,10.295632,-0.31971750575137614,-0.00031032988499956715,49.22985,-5.38882,22.603443,8.206173,0.09873497360951378,-0.1738546111449538,17.891308,-33.64511,-7.6592784,8.026306,-0.18466288766279515,0.13494534909997266,40.008255,-12.828544,11.584114,8.3504505,-0.02231938855529947,0.22004671692912228,19.186691,-28.501606,-4.4165173,7.4677925,0.17498915856847486,0.08119027739258892,35.808876,-12.607811,11.399027,7.1715736,-0.12214862046778441,0.049449293436876846,19.133057,-32.525143,-10.89427,7.584343,0.19353571343743958,0.236080771490499,151.99908088235293,0
4137.382270607963,1196.7514651796373,2147.0495970686393,394.4289455325081,3.603367201188944,1.476031520738918,7751.953125,2842.3828125,4376.752601145592,842.1332727439528,1.9527543271984165,1.4014932345898172,6.812581,0.0,1.1568948,0.80125415,7.961964528148897,2.3751210307692174,0.2371199,0.04369409,0.13219103,0.028277293,0.3248870537718518,0.17682756410374736,0.3447265625,0.0419921875,0.1283262035962877,0.03439386702467395,3.9587496792915573,1.088162964905327,49.75127615548846,4.11315139940044,20.473910433564228,9.30060117435925,1.1909121701222949,1.4980094704019145,3126.2616463196528,1499.6484002105499,1991.6295881564447,294.9926813978845,0.9750349296699166,1.0605834492135584,0.07023072,0.00093014253,0.009524468,0.0088731935,10.001024331767223,2.710479137780235,0,0,0.0,0.0,-3.0,0.0,-45.825172,-261.92148,-133.90178,31.99739,0.6853609848884621,-0.43209621921137376,163.07727,50.51243,116.534485,18.619205,0.09494333215993311,-0.5970111669645525,28.179884,-75.485886,-40.903725,17.701187,0.6529881822388219,0.8807116024759338,90.80731,13.722504,55.467976,15.068693,-0.6074127037544423,-0.15792443310911383,4.768189,-56.847343,-24.54137,9.085947,-0.11772592848621066,-0.22557473557743737,53.92293,-9.530108,20.158049,11.095968,-0.5032058831335862,0.11556265810188471,3.8986773,-46.147522,-21.067507,8.902612,-0.30752081536694176,0.015081225089221656,48.02715,-4.7905874,20.883604,7.6974726,-0.07042321068189228,-0.14235405443654586,15.7313385,-37.420166,-7.6722527,8.448755,-0.10957334176918909,0.009050353761351677,42.767822,-5.277651,20.423111,7.420429,-0.1988467435831165,0.10013018679974005,15.187666,-33.600883,-10.307024,7.803592,-0.04424852900459664,0.21262905796413537,30.69495,-12.067752,9.5972,7.135582,-0.22895231442783448,-0.07489476312019645,11.92643,-40.928543,-14.24871,7.786307,0.1612451155821506,-0.1303936175124834,112.34714673913044,0
4141.85985277985,1554.5717240403667,2700.584555537782,411.3015239833148,-0.2562585882085697,0.12437078232007891,7708.88671875,3531.4453125,5178.110838710847,679.0322025546826,-0.23378196059173773,0.24071128284354387,5.1171856,0.0,1.1650814,0.6631969,4.641897876016071,1.8185420137730013,0.25172457,0.07140123,0.14869453,0.035953917,-0.6056946884690109,0.3023727746246005,0.3759765625,0.0341796875,0.1666719535479505,0.053765398836312504,0.09485305732320581,0.18364467483907848,52.638592751393915,4.912221913234777,20.284350141261676,10.153701924900455,1.424151613387492,1.6633830548594852,2968.144709449078,1661.3343188297956,2203.4001728505023,177.3501882736123,0.40982456865816097,0.176864669070375,0.07821766,0.0016521713,0.01966771,0.013207275,1.258771363652543,1.1687766080227386,0,0,0.0,0.0,-3.0,0.0,-50.353756,-197.7672,-115.25826,21.024382,0.039609030862251426,-0.370349526436523,117.68354,33.30391,75.89644,15.79155,-0.6312755134480548,0.07846052033805165,-9.248843,-96.16776,-45.835674,14.4405,-0.12001673294164439,-0.4012089378609958,78.41389,16.558743,54.00266,9.487158,0.6767850730472778,-0.507609652599174,25.95942,-46.2902,-11.521955,9.165832,0.6600938424776595,-0.007596790396473133,64.33266,6.2140455,36.73264,9.429103,-0.04791040552781389,-0.09508444505438907,22.45596,-36.8647,-8.180304,8.788299,0.2001855419960359,0.2487620149751278,56.89402,-1.2529974,28.285305,9.18356,0.13942403093404954,-0.3646970608893078,11.697979,-42.03591,-14.347445,7.76763,0.34023905255603903,0.40983972565118004,49.875458,-2.348237,21.852602,6.9770727,0.4093765758909771,0.3166328293233754,24.505112,-27.89492,-7.2294207,7.8609166,0.07073140238745834,0.32700732932751514,38.099,-6.39877,15.695696,6.359774,0.157388715161336,-0.1272522300134591,16.922087,-34.64138,-13.005329,6.9837823,0.3708233310028741,0.12729136269692373,99.38401442307692,0
6472.152579104795,2069.514146617418,3357.3858889951116,548.5091552096624,1.3169121810529223,0.6914348633709747,10056.005859375,4198.974609375,6810.304320439385,964.5328611400412,-0.009223777338433159,0.12929454806928475,8.187311,0.0,1.2634264,0.8487556,6.928384055980503,1.8517309349185267,0.10393442,0.0029071632,0.0629297,0.013262254,3.2121626098606813,-0.6798621137115355,0.4609375,0.052734375,0.19234429379350348,0.056689741674004326,0.8572899040631841,0.6251204477803495,47.57237652547346,5.052321835137719,18.50892886840093,8.578192248552913,2.1498200471860507,1.745722279254328,3811.2213472467865,2136.378988508529,2807.228922979477,250.72877962506843,0.7380828910137605,0.2979894792958796,0.32430443,0.002119795,0.066689394,0.050341476,3.3470613570201317,1.6344006637917856,0,0,0.0,0.0,-3.0,0.0,-121.9915,-444.72787,-181.73424,35.38968,19.288101918896412,-3.4206320371061243,96.96802,-43.594185,47.32127,18.84934,0.43289334438558136,-0.32343784278142307,50.109444,-52.202213,-9.127098,14.353478,0.054722506915872327,0.019627752984005886,75.71443,-2.941186,39.986183,14.08236,-0.26462889726229344,-0.33641057196814056,39.47854,-26.535717,8.075292,10.687713,0.2168243592463055,-0.2421818182895228,50.156902,-16.905596,10.351539,10.430414,-0.16049826932949562,0.1829968087275835,30.834347,-43.28934,0.7769146,11.275318,-0.10937670505818664,-0.15966418673559504,50.971214,-6.0993805,21.933945,9.534836,-0.05245659446814477,0.00930524822332688,31.078491,-38.487663,0.57885236,8.9448395,0.1651970712505464,0.009578010878039554,40.960186,-38.245064,12.728035,8.574698,1.0429789206636233,-0.09010935918699206,40.12131,-22.439642,0.61560434,7.988957,0.10611803010719045,0.10317595990229664,41.88812,-8.888764,11.683862,7.4271216,-0.13447996891538505,0.06188753755866131,23.652538,-27.22419,-3.4294598,7.4434133,0.033728298177511995,0.11998079373277723,135.99917763157896,0
4136.76652833032,1406.7646449749254,2394.445991579691,449.8657901387763,1.5728602073911286,0.9839193011022916,7795.01953125,3359.1796875,4868.0693517981435,889.3087878866583,1.1460754179255463,1.1588302352564535,6.5799994,0.0,1.1699973,1.0027978,6.18304641495687,2.348478954090497,0.299507,0.04839076,0.119991496,0.04159624,3.1682972946283927,1.7629583507219004,0.298828125,0.0322265625,0.1342905609532096,0.04105770976041474,0.7879052630973629,0.6367781205006178,48.79546672519368,5.702658885009782,20.233933735713162,9.146455290203106,1.379734365164448,1.603486511220746,3188.3687227671176,1619.3226991356848,2188.6170833526435,285.09451632538475,0.34291032516888276,0.7756089636577688,0.07316973,0.0010137715,0.012806263,0.0109518925,4.964945565826575,2.00622062524124,0,0,0.0,0.0,-3.0,0.0,-55.116188,-249.76501,-151.18816,33.253143,0.06660381661395531,0.07471143148441867,138.18967,38.43101,94.77133,17.81263,-0.1220898562484698,-0.3614898613550983,26.435318,-79.80568,-25.413935,16.45406,0.05198293540039156,0.14367340148323834,110.82826,25.679226,65.6813,13.999887,-0.17850655511966407,0.19247223340550748,23.155495,-56.949066,-17.757467,10.209932,1.0517808911812772,0.0023975782420893282,53.444466,-4.7247267,23.309149,8.314258,0.08285248054593009,-0.025774061259414074,20.61676,-40.68406,-9.835214,10.453074,-0.25665765455433354,0.1565534240525934,39.010437,-23.887157,12.785772,9.287199,0.1779136952367235,-0.3086648490643726,11.752552,-44.39717,-16.69916,9.041607,-0.13161523911490347,0.10522047568901693,47.820316,-13.675358,16.104855,9.175206,0.007457544938984206,-0.05470984953600775,17.508291,-30.910433,-9.346024,8.350279,-0.31646040990066737,0.14605954297974713,39.093796,-18.864044,8.355241,8.002787,0.040863970492618584,-0.05604003361924326,9.942623,-39.2361,-15.879489,6.665164,0.42118016307697737,-0.004788892624010106,151.99908088235293,0
6123.767273608572,1700.1224742093154,3158.770807639005,608.9145633937844,2.0900175486996098,0.7943807001711344,9711.474609375,3703.7109375,6137.928803835557,1027.4991672272954,-0.08534957219338368,0.06957141452289786,7.4164,0.0,1.1945341,0.86170805,9.739208154919648,2.701928683693465,0.087755665,0.02395693,0.05013729,0.011696663,0.06497969171840134,0.6313544459898888,0.5537109375,0.0498046875,0.19801485160479504,0.06285835624714811,1.5413142008150302,0.7239330984363397,58.518039971819896,3.5539601967747627,21.330402689822673,8.941792222247216,0.8659481860750273,1.336002150944321,3691.650042787956,1764.6624532037295,2564.4036195567373,288.6468068496797,0.4719359427920309,0.18447135737375536,0.316429,0.0011219832,0.037582416,0.033192135,14.35468790415202,3.0194712602684946,0,0,0.0,0.0,-3.0,0.0,-133.40303,-309.5538,-212.07507,28.746635,0.41287870412570005,-0.45555872976332434,114.06112,-55.665462,58.202435,21.607859,1.0011513608582367,-0.33943844984967503,55.5064,-62.842606,-10.524612,18.298449,0.74968059956222,0.6684844092563751,88.686905,7.2690535,45.27502,12.915438,-0.09923297096868744,0.10384789781988835,31.947094,-50.71089,-10.880426,12.944442,0.04604657582407112,0.2862963818610335,39.043903,-32.787518,11.381299,9.581953,0.26339193379782877,-0.08318599174152001,46.68981,-28.819263,-0.8258603,12.546749,-0.009735184510250683,0.42363442446904886,56.14267,-10.780302,22.988228,10.867297,-0.21831968296105675,0.2417210881378067,33.756756,-37.701187,-9.073026,10.95327,0.15711148719836876,0.18195565498552807,42.683342,-13.775314,16.116367,8.463022,0.3779416374342355,-0.19768988040829763,38.714966,-29.925804,-2.8515775,9.385841,0.4346901588515846,0.12168839698813541,36.339603,-22.235332,9.576558,8.730652,-0.04589418689827163,-0.15459362494066167,18.995758,-36.394844,-8.831489,8.613919,0.24959908462736724,-0.1266191486108777,123.046875,0
5649.234234996839,1752.2100552335255,2903.621224092374,502.84855852827144,4.726417568404108,1.35892052173421,9797.607421875,3574.51171875,5737.874197904583,1033.8257975322497,0.9697144201791876,0.7831613693308879,5.24255,0.0,1.1182218,0.61459804,5.971846032375778,1.9158348299536452,0.12951045,0.045021504,0.06857911,0.016843947,0.419794927497696,1.210570699441545,0.44921875,0.0380859375,0.16829502610208816,0.05217204198564281,2.7221045449895627,0.7337366969738123,47.31278019961366,5.8568298841625595,19.76529000576679,9.265981242045758,1.2649350328128746,1.545878516124043,3905.652569172393,1663.537852006741,2509.398269463113,305.0445988901281,1.7754253153214776,0.885970050213651,0.4261109,0.0022644806,0.032637294,0.035765223,29.328670659272504,4.4407376320203,0,0,0.0,0.0,-3.0,0.0,-127.571205,-254.01888,-180.31892,17.938007,0.7483928755789084,-0.3789036051065677,112.30697,-16.311747,65.59521,17.320932,1.6251877478403394,-0.4278864255627273,50.74829,-64.55259,-19.961388,16.242039,1.3202542643789608,0.7804368152458874,76.28322,1.2653903,48.32432,10.708186,1.321469713957808,-0.7739029520165832,42.559822,-26.371197,1.0523103,10.112039,0.4748348134031066,0.464626103852775,32.15252,-19.672756,9.37475,7.408593,0.15349102344480503,0.09253747726652133,23.803856,-38.04744,-2.9269717,8.466379,0.20188638018094718,0.03973444778039737,49.071594,-2.8398454,21.33443,7.680367,0.21170872187194023,0.11457141013769721,20.894878,-33.591675,-9.999981,7.1975994,0.31342563245687627,0.2904501455032349,31.464561,-17.071774,8.339896,6.4795785,0.5032776092137166,-0.05598930970917481,20.188679,-25.812754,-7.750951,6.522014,0.2959774041109675,0.2645645713000692,35.94455,-9.326979,12.465654,6.6973753,0.2933851872913462,0.036917967145178636,16.017551,-29.615524,-8.756123,6.7063236,0.18381096288689847,0.28749052714887613,151.99908088235293,0
6356.241458341114,1166.2088548542745,2851.4714612920093,941.0993510220044,0.87165782300205,0.9951187246321912,10292.87109375,2433.251953125,5986.31373713022,1881.5463323461802,-0.9602483160075721,0.4024408619844167,9.403617,0.0,1.1747571,1.1916095,14.89868202313339,3.4852640544135576,0.12976883,0.02553157,0.057714317,0.016802976,1.4924716190288176,1.184503498752498,0.4853515625,0.0205078125,0.14056986538089714,0.07710690507941718,2.9616573573353238,1.5468484867899572,51.03251706879486,4.856129720466245,19.742202916463008,6.690736410181669,2.0970700017933277,1.3894917377126268,4154.153408514931,1518.7761069393591,2702.4551210568306,566.4599353004558,-0.6570445760733539,0.24586578364515346,0.40789786,0.00067490333,0.04609772,0.059004556,4.873701974090767,2.0807180649923853,0,0,0.0,0.0,-3.0,0.0,-105.16137,-346.49985,-221.43364,42.3396,-0.09438586409289185,0.027538763577986416,142.35382,-3.7261167,71.0215,28.910406,-0.6833130459861727,-0.1085942089104341,66.53819,-73.65129,-6.733984,23.297813,-0.020321060802170887,-0.10065699531591729,68.743835,-6.9488573,33.30035,14.158778,-0.47799266109974825,-0.08874217883772197,37.6398,-35.544807,5.277835,13.562842,-0.1937274132698792,-0.23155534055044333,45.784805,-31.340002,13.268062,11.679997,0.14400108860615246,-0.2240835738302503,42.702755,-19.91623,8.776297,10.429354,-0.3727032249154263,0.11861294289542876,43.259933,-24.90244,11.078312,11.33019,-0.32467353908663776,-0.17195866567166063,40.658676,-30.674541,3.1387842,8.979026,0.5105819590410623,0.08139415445032076,44.614098,-12.00251,11.381552,9.519011,0.3743930766601835,0.5329736407934836,28.47229,-22.499603,0.6482482,8.348795,-0.043226797220737634,0.19195079486582634,40.889088,-18.666817,8.891807,8.731656,0.2697191313554983,0.1459940798092307,23.501595,-28.39064,-1.2583237,8.342861,-0.21288308064668504,-0.048551653211668204,117.45383522727273,0
3545.4962690426955,1096.9640050576731,2202.5094057022343,350.6222996772959,0.2959377521541935,0.20110666144801617,7321.2890625,2088.720703125,5052.259008845707,576.8929038554204,2.4655898699871646,0.3189312878190588,5.8798537,0.0,1.0857391,0.6523434,8.056107943469838,2.2725702121705704,0.41395628,0.16686782,0.31185406,0.04068129,0.7969312016260082,-0.709361036915076,0.2060546875,0.0244140625,0.09463593024941995,0.02880968967671844,0.03830877335858185,0.33361191579712923,52.00452368498877,4.686833698663282,19.837608698041794,10.537036641634021,1.2319040144978777,1.6137199310533852,3026.6280349466997,1849.0332997597923,2369.2729907161747,179.02047392939372,0.6474897693189088,0.5221202917225369,0.040968213,0.0008915814,0.009047641,0.0054485677,3.379886827372487,1.4601927076049355,0,0,0.0,0.0,-3.0,0.0,-11.342068,-154.87886,-68.60128,23.88164,0.18066664814734956,-0.41631030656959744,149.41513,58.28209,105.0793,14.694371,-0.19729328533708612,-0.004802222154715966,38.71395,-37.081093,0.15689309,11.378068,0.07203649053412509,0.07341974715997597,89.448074,9.662847,56.352207,15.167971,-0.6611680897255527,-0.2827616076172619,2.2659836,-60.456394,-28.951872,9.505259,-0.015095276366924981,-0.03345030835278007,64.49968,1.6861486,31.35607,8.516815,0.13840456056023998,0.006987433785635155,15.782511,-44.08793,-13.614155,8.535255,0.24348766776095232,0.3136166956014564,47.020992,-7.6376534,20.066671,7.7306995,0.3268094059076536,0.26565482297655346,17.770805,-34.362736,-7.8649626,7.669672,0.2439728632735747,0.10750867450084103,42.204483,-6.886237,15.333617,7.137361,-0.015767231343034815,0.010199291862830154,4.9663014,-34.17447,-14.06556,5.754194,0.016504171634466047,-0.07315747296210658,35.50492,-4.6943436,16.129444,6.2220664,-0.05165102899977425,-0.09670009753185085,7.23431,-32.025436,-12.785927,5.766219,0.014044694187516527,0.036847179064793206,112.34714673913044,0
